,carat,depth,table,price,x,y,z
34375,0.41,62.1,56.0,863,4.74,4.79,2.96
37609,0.24,62.8,59.0,485,3.94,3.96,2.48
25540,2.01,62.0,60.0,14364,8.11,8.04,5.02
46162,0.5,61.4,59.0,1746,5.13,5.09,3.14
2914,0.8,59.7,58.0,3285,6.02,5.97,3.58
39557,0.32,61.9,56.0,1080,4.4,4.39,2.72
29000,0.34,62.5,55.0,686,4.48,4.51,2.81
17754,1.33,61.1,54.0,7148,7.14,7.15,4.37
36441,0.31,61.5,56.0,942,4.37,4.34,2.68
35271,0.3,61.4,57.0,895,4.33,4.37,2.67
45745,0.52,62.0,53.0,1701,5.17,5.21,3.22
30064,0.3,62.0,57.0,720,4.27,4.31,2.66
28092,0.31,62.7,58.0,663,4.33,4.31,2.71
30261,0.4,61.4,55.0,725,4.76,4.78,2.93
16978,1.19,60.5,59.0,6781,6.97,7.0,4.17
52410,0.52,61.4,57.0,2512,5.21,5.18,3.19
20027,0.3,61.9,58.0,421,4.28,4.31,2.66
43264,0.3,61.6,59.0,506,4.34,4.29,2.66
9959,0.93,59.6,57.0,4700,6.37,6.42,3.81
42173,0.56,60.4,60.0,1286,5.35,5.32,3.22
6445,1.01,59.2,65.0,4047,6.35,6.41,3.78
16728,0.3,64.3,56.0,610,4.22,4.27,2.73
40074,0.3,62.1,55.0,1114,4.32,4.31,2.68
9586,0.82,61.9,56.0,4628,5.98,6.03,3.72
34254,0.34,61.4,55.0,856,4.54,4.52,2.78
46662,0.51,60.9,56.0,1787,5.16,5.19,3.15
4126,1.0,64.7,58.0,3541,6.24,6.19,4.02
43444,0.5,60.7,61.0,1415,5.12,5.09,3.1
722,0.36,61.9,55.0,556,4.57,4.59,2.83
14070,1.04,61.5,58.0,5708,6.53,6.48,4.0
38174,0.32,61.6,54.0,1015,4.4,4.43,2.72
27128,1.7,62.9,58.0,17323,7.57,7.54,4.75
36288,0.34,61.8,58.0,477,4.48,4.51,2.78
1441,0.7,62.2,58.0,2975,5.72,5.66,3.54
17278,1.29,61.2,56.0,6918,7.01,7.05,4.3
48626,0.7,57.2,66.0,2000,5.76,5.74,3.29
43168,0.54,61.9,55.0,1389,5.25,5.22,3.24
19019,1.01,60.7,59.0,7835,6.4,6.46,3.9
19045,0.33,60.3,58.0,621,4.5,4.52,2.72
29420,0.42,62.2,57.0,700,4.78,4.8,2.98
35996,0.42,59.4,59.0,921,4.86,4.9,2.9
7189,1.01,62.4,58.0,4187,6.37,6.42,3.99
18867,1.02,60.5,60.0,7738,6.49,6.54,3.94
2343,0.75,61.8,55.0,3171,5.81,5.84,3.6
34030,0.4,63.6,55.0,850,4.68,4.72,2.99
23945,1.22,61.5,56.0,12081,6.86,6.9,4.23
28302,0.32,60.7,57.0,432,4.42,4.47,2.7
26530,2.07,62.0,55.0,16189,8.12,8.22,5.07
19875,1.31,61.5,56.0,8429,7.0,7.06,4.32
24919,1.91,63.0,59.0,13367,7.91,7.87,4.97
41962,0.23,61.6,57.0,505,3.95,3.97,2.44
12698,0.3,64.6,56.0,599,4.27,4.25,2.75
34177,0.33,61.9,55.0,854,4.44,4.41,2.74
29139,0.33,61.8,55.0,692,4.43,4.44,2.74
18957,1.02,63.0,58.0,7797,6.43,6.4,4.04
46221,0.5,61.9,58.0,1752,5.04,5.1,3.14
53632,0.3,61.1,59.0,552,4.31,4.33,2.64
22317,1.63,61.7,57.0,10357,7.5,7.54,4.64
25418,1.67,62.6,54.0,14154,7.57,7.63,4.76
47943,0.59,62.1,55.0,1916,5.35,5.4,3.34
8477,1.01,60.5,57.0,4416,6.49,6.53,3.94
6032,0.33,59.9,62.0,575,4.48,4.57,2.71
7337,0.91,60.5,61.0,4211,6.19,6.23,3.76
4160,0.72,60.0,57.0,3550,5.81,5.86,3.5
26134,1.55,61.8,54.0,15426,7.44,7.48,4.61
25653,2.14,62.3,59.0,14556,8.24,8.26,5.14
32384,0.32,61.7,55.0,790,4.39,4.42,2.72
51842,0.71,62.2,58.0,2423,5.65,5.7,3.53
47703,0.58,62.6,54.0,1884,5.3,5.34,3.33
20372,0.31,63.4,56.0,625,4.31,4.34,2.74
43740,0.51,61.7,57.0,1438,5.12,5.15,3.17
46513,0.47,60.6,55.0,1780,5.05,5.09,3.07
2015,0.9,55.9,62.0,3104,6.35,6.42,3.57
49965,0.3,62.7,59.0,540,4.26,4.22,2.66
22944,1.56,61.9,59.0,10990,7.46,7.4,4.6
44407,0.51,61.0,56.0,1585,5.17,5.2,3.16
32522,0.35,62.4,56.0,798,4.47,4.53,2.81
1383,0.3,62.0,56.0,559,4.28,4.3,2.66
22363,0.31,62.4,55.0,628,4.36,4.33,2.71
53702,0.9,63.9,56.0,2717,6.17,6.1,3.92
32155,0.28,62.6,54.0,787,4.21,4.22,2.64
6333,1.06,62.6,58.0,4031,6.52,6.46,4.06
51015,0.71,63.6,56.0,2327,5.7,5.65,3.61
2735,0.7,62.6,57.0,3247,5.65,5.7,3.55
46816,0.71,59.9,59.0,1808,5.82,5.79,3.48
27480,1.5,63.1,57.0,18159,7.32,7.23,4.59
23712,0.3,61.7,62.0,632,4.18,4.21,2.59
1367,0.71,61.3,57.0,2965,5.73,5.76,3.52
7239,1.01,63.6,58.0,4195,6.29,6.35,4.02
45589,0.52,62.6,59.0,1689,5.08,5.11,3.19
24776,1.5,62.0,55.0,13135,7.33,7.36,4.56
10890,1.11,60.7,56.0,4882,6.73,6.68,4.07
29548,0.29,59.7,56.0,705,4.37,4.4,2.62
7863,1.07,61.8,60.0,4307,6.52,6.56,4.04
45339,0.57,62.0,55.0,1662,5.35,5.32,3.31
31015,0.31,62.4,56.0,749,4.32,4.35,2.7
43416,0.57,61.4,56.0,1413,5.33,5.38,3.29
27055,0.28,59.9,62.0,646,4.28,4.23,2.55
10770,1.13,61.5,60.0,4854,6.72,6.68,4.12
12380,0.3,60.4,59.0,598,4.33,4.35,2.62
5806,1.02,57.5,62.0,3909,6.62,6.6,3.8
33380,0.41,62.1,58.0,827,4.76,4.78,2.96
27818,0.34,59.7,59.0,650,4.54,4.5,2.7
30478,0.31,63.1,59.0,732,4.31,4.25,2.7
6327,0.71,60.9,56.0,4029,5.76,5.79,3.52
10764,1.01,63.1,55.0,4853,6.41,6.34,4.02
8051,0.23,61.4,56.0,583,3.94,3.97,2.43
44615,0.53,60.7,59.0,1607,5.24,5.18,3.16
29121,0.4,60.9,60.0,689,4.74,4.78,2.9
17492,1.05,61.3,57.0,7027,6.51,6.58,4.01
47964,0.52,61.8,57.0,1919,5.2,5.16,3.2
40779,0.35,61.5,57.0,1167,4.52,4.55,2.79
32248,0.31,61.2,56.0,789,4.36,4.4,2.68
50348,0.9,62.4,63.0,2245,6.13,6.01,3.79
20887,1.51,62.3,58.0,9107,7.31,7.35,4.57
26344,0.32,61.8,55.0,645,4.42,4.45,2.74
46979,0.23,62.0,58.0,530,3.89,3.92,2.42
27718,0.32,59.8,60.0,648,4.46,4.44,2.66
15565,1.06,61.8,57.0,6240,6.56,6.52,4.04
38783,0.31,61.0,58.0,1046,4.38,4.34,2.66
46912,0.65,60.0,63.0,1814,5.62,5.54,3.35
32556,0.32,60.9,56.0,800,4.44,4.46,2.71
938,0.8,56.3,63.0,2885,6.22,6.14,3.48
39489,0.41,62.0,57.0,1079,4.74,4.77,2.95
30718,0.35,66.2,61.0,738,4.4,4.36,2.9
18295,1.42,61.8,61.0,7437,7.01,7.09,4.36
12548,0.95,57.7,58.0,5272,6.47,6.52,3.75
14581,1.13,62.0,57.0,5885,6.7,6.66,4.14
35353,0.42,62.9,56.0,898,4.8,4.77,3.01
41877,0.5,67.6,56.0,1257,5.02,4.89,3.35
49731,0.7,62.2,55.0,2154,5.69,5.73,3.55
49496,0.7,64.7,55.0,2117,5.62,5.51,3.6
4357,0.83,63.3,56.0,3603,5.99,5.92,3.77
34766,0.41,61.9,55.0,876,4.8,4.77,2.96
18337,1.5,65.8,57.0,7459,7.17,7.11,4.7
5767,0.9,62.4,55.0,3898,6.17,6.21,3.86
4802,1.31,59.7,59.0,3697,7.06,7.01,4.2
39236,0.33,62.4,56.0,1067,4.43,4.41,2.76
38230,0.43,61.6,55.0,1017,4.85,4.89,3.0
14660,1.05,61.7,55.0,5917,6.5,6.56,4.03
9770,1.11,61.6,60.0,4662,6.67,6.6,4.09
18604,1.16,62.9,55.0,7589,6.65,6.74,4.21
28556,0.3,60.4,61.0,675,4.34,4.3,2.61
1325,0.71,61.8,56.0,2960,5.7,5.73,3.53
33547,0.35,59.7,58.0,829,4.57,4.61,2.74
33642,0.38,62.0,58.0,833,4.62,4.64,2.87
52091,0.71,63.3,55.0,2458,5.72,5.65,3.6
32345,0.3,62.1,55.0,789,4.27,4.3,2.66
53400,0.77,60.1,56.0,2667,5.94,5.97,3.58
49724,0.7,57.8,62.0,2150,5.79,5.84,3.36
11556,1.07,62.9,59.0,5033,6.55,6.46,4.09
32931,0.33,61.4,56.0,810,4.44,4.49,2.74
31697,0.38,61.0,61.0,770,4.67,4.61,2.83
14133,1.01,62.9,58.0,5731,6.33,6.38,4.0
14547,1.06,58.8,57.0,5877,6.71,6.66,3.93
52945,0.76,63.3,58.0,2593,5.79,5.81,3.67
19277,1.52,61.0,61.0,8001,7.45,7.38,4.52
15868,1.21,62.1,58.0,6347,6.78,6.84,4.23
28752,0.31,62.6,56.0,680,4.3,4.33,2.7
32480,0.3,61.8,55.0,795,4.34,4.36,2.69
29522,0.38,61.9,54.1,703,4.64,4.71,2.89
13644,1.13,63.2,56.0,5584,6.66,6.69,4.22
2536,0.9,65.7,60.0,3205,5.98,5.93,3.91
29272,0.31,63.7,57.0,698,4.31,4.29,2.74
11188,1.18,60.5,59.0,4956,6.9,6.82,4.15
40308,0.4,62.8,59.0,1125,4.67,4.63,2.92
27996,0.3,61.9,61.0,658,4.28,4.32,2.66
34974,0.23,64.5,55.0,472,3.85,3.9,2.5
39726,0.4,62.2,55.0,1090,4.71,4.77,2.95
17798,1.02,62.3,56.0,7175,6.39,6.54,4.0
51194,0.81,61.7,61.0,2350,5.94,5.9,3.65
8482,1.06,62.4,57.0,4416,6.54,6.48,4.06
51303,0.31,63.5,57.0,544,4.28,4.32,2.73
24281,2.05,63.4,58.0,12515,8.03,7.96,5.07
27430,2.51,58.4,62.0,18037,8.87,8.79,5.15
32805,0.34,61.0,57.0,805,4.49,4.52,2.75
18759,1.17,60.6,60.0,7666,6.81,6.79,4.12
30612,0.3,63.2,57.0,447,4.21,4.24,2.67
5593,0.9,62.3,61.0,3868,6.12,6.17,3.83
22968,1.07,59.4,59.0,11019,6.64,6.7,3.96
24711,0.3,63.2,59.0,639,4.31,4.27,2.71
9005,0.93,61.7,56.0,4513,6.22,6.26,3.85
15500,1.0,63.8,58.0,6209,6.32,6.28,4.02
17552,1.19,57.4,60.0,7064,7.0,6.9,3.99
5686,0.91,61.6,60.0,3887,6.19,6.21,3.82
20809,1.91,61.9,58.0,9038,7.9,7.84,4.87
11959,1.16,62.5,60.0,5136,6.7,6.64,4.17
20150,1.52,62.3,58.0,8608,7.32,7.35,4.57
19446,1.53,63.1,57.0,8095,7.28,7.34,4.61
50085,0.71,62.4,57.0,2206,5.66,5.69,3.54
3921,0.91,63.5,56.0,3496,6.16,6.12,3.89
11558,1.16,62.4,55.0,5034,6.69,6.77,4.2
23286,2.01,56.9,59.0,11312,8.41,8.3,4.74
27243,2.08,62.6,59.0,17617,8.1,8.13,5.08
32469,0.45,66.8,59.0,794,4.79,4.63,3.16
11613,1.14,59.2,61.0,5047,6.84,6.82,4.04
23788,1.36,61.1,57.0,11848,7.14,7.2,4.38
30544,0.31,61.6,56.0,734,4.35,4.38,2.69
36574,0.35,61.3,55.0,945,4.58,4.55,2.8
29479,0.32,60.5,58.0,702,4.44,4.48,2.7
43363,0.52,61.9,59.0,1408,5.12,5.16,3.18
13930,1.0,59.9,57.0,5667,6.45,6.51,3.88
8476,1.01,61.6,58.0,4416,6.39,6.4,3.94
51583,0.6,62.4,61.0,2393,5.36,5.31,3.33
35443,0.32,62.0,57.0,900,4.41,4.37,2.72
42448,0.53,64.3,55.0,1315,5.17,5.13,3.31
48120,0.71,61.1,56.0,1938,5.75,5.79,3.53
44497,0.51,61.4,54.0,1599,5.15,5.18,3.17
14022,1.0,63.0,59.0,5702,6.36,6.4,4.02
37674,0.42,62.3,57.0,992,4.8,4.76,2.98
38819,0.38,60.6,59.0,1047,4.62,4.65,2.81
10886,1.16,61.9,56.0,4880,6.73,6.77,4.18
33794,0.32,62.3,56.0,842,4.37,4.4,2.73
30166,0.4,62.5,61.0,720,4.66,4.69,2.92
40090,0.33,61.7,54.0,1114,4.48,4.47,2.76
21319,1.23,60.8,58.0,9471,6.94,6.9,4.21
26469,2.03,63.2,60.0,16043,7.94,7.88,5.0
31111,0.31,62.0,55.0,754,4.34,4.38,2.7
53273,0.71,62.1,58.0,2649,5.69,5.77,3.56
15903,1.02,60.5,57.0,6356,6.51,6.55,3.95
1833,0.71,63.3,56.0,3061,5.64,5.68,3.58
27881,0.41,63.5,55.0,654,4.73,4.75,3.01
45314,0.32,62.7,56.0,524,4.39,4.42,2.76
41305,0.38,60.7,57.0,1212,4.69,4.73,2.86
26514,2.01,63.6,57.0,16149,7.95,7.87,5.03
6811,1.01,60.6,58.0,4118,6.53,6.47,3.94
34746,0.41,62.6,59.0,876,4.77,4.72,2.97
52501,0.71,60.9,55.0,2525,5.8,5.81,3.53
20428,1.34,61.6,57.0,8780,7.14,7.07,4.38
41664,0.51,63.3,56.0,1239,5.12,5.08,3.23
39509,0.32,62.2,55.0,1080,4.4,4.38,2.73
37088,0.41,62.5,57.0,969,4.79,4.74,2.98
25242,1.5,63.6,55.0,13853,7.27,7.22,4.61
3982,1.01,60.8,63.0,3512,6.36,6.4,3.88
43484,0.53,61.7,55.0,1421,5.22,5.25,3.23
25697,0.35,63.0,57.0,644,4.46,4.52,2.83
12713,0.26,62.3,57.0,599,4.06,4.09,2.54
22591,1.56,60.4,59.0,10642,7.5,7.53,4.54
30533,0.4,64.0,56.0,734,4.69,4.66,2.99
1646,0.71,62.6,56.0,3018,5.7,5.65,3.55
32861,0.32,61.0,55.0,808,4.43,4.45,2.71
16126,1.11,60.4,58.0,6445,6.76,6.72,4.07
18720,1.4,61.3,59.0,7644,7.19,7.23,4.42
40911,0.42,60.2,59.0,1179,4.82,4.84,2.91
2676,0.7,61.5,55.0,3239,5.7,5.74,3.52
26845,2.01,62.7,58.0,16776,8.06,7.99,5.03
51472,0.73,62.6,58.0,2377,5.75,5.76,3.6
10182,0.9,63.0,56.0,4735,6.14,6.09,3.85
7674,1.09,56.4,62.0,4273,6.97,6.9,3.9
1266,0.9,62.5,58.0,2948,6.15,6.1,3.83
31984,0.3,62.8,55.0,776,4.33,4.27,2.7
24981,1.72,61.3,59.0,13486,7.69,7.72,4.72
45673,0.52,63.4,57.0,1694,5.16,5.12,3.26
24262,2.02,62.1,56.0,12485,8.13,8.09,5.04
15278,1.0,62.3,60.0,6132,6.36,6.28,3.94
40015,0.51,61.5,59.0,1108,5.07,5.14,3.14
14445,1.22,62.3,59.0,5832,6.79,6.83,4.24
13384,0.31,60.1,57.0,601,4.36,4.39,2.63
31983,0.3,62.7,57.0,776,4.31,4.27,2.69
50973,0.31,63.3,55.0,544,4.33,4.36,2.75
8202,1.0,57.4,68.0,4368,6.52,6.47,3.73
7065,0.33,63.7,56.0,579,4.36,4.4,2.79
4620,0.91,62.3,56.0,3664,6.18,6.22,3.86
24290,1.23,61.7,57.0,12539,6.85,6.91,4.25
39613,0.35,62.5,57.0,491,4.5,4.53,2.82
42485,0.53,63.9,55.0,1318,5.14,5.1,3.27
20936,1.11,62.2,54.0,9144,6.62,6.69,4.14
30788,0.3,61.2,56.0,742,4.34,4.38,2.67
43942,0.4,61.6,56.0,516,4.73,4.75,2.92
20143,1.43,62.8,57.0,8599,7.17,7.12,4.49
40646,0.54,61.1,56.0,1154,5.22,5.26,3.2
13548,1.23,63.4,58.0,5550,6.8,6.77,4.3
33304,0.38,60.9,61.0,827,4.66,4.73,2.86
4864,0.78,61.1,55.0,3713,5.99,5.96,3.65
42294,0.36,63.7,54.0,505,4.52,4.55,2.89
3785,0.75,62.0,55.0,3462,5.83,5.88,3.66
50390,0.72,62.3,58.0,2252,5.7,5.76,3.57
40752,0.4,60.8,59.0,1163,4.76,4.72,2.88
16373,0.33,62.5,61.0,608,4.38,4.42,2.75
47129,0.54,61.8,55.0,1829,5.22,5.3,3.24
6055,0.32,62.0,57.0,576,4.41,4.36,2.72
2420,0.91,62.2,56.0,3180,6.23,6.18,3.86
19807,1.51,60.8,56.0,8372,7.41,7.46,4.52
44748,0.52,62.0,55.0,1619,5.19,5.17,3.21
33295,0.31,60.1,60.0,462,4.38,4.41,2.64
11750,1.01,63.3,58.0,5077,6.39,6.37,4.04
10020,0.34,62.5,57.0,413,4.47,4.49,2.8
13304,1.11,61.2,56.0,5496,6.7,6.69,4.1
34193,0.33,60.1,58.0,854,4.47,4.45,2.68
35718,0.3,61.4,55.0,911,4.34,4.32,2.66
32694,0.31,61.4,58.0,802,4.4,4.36,2.69
52819,0.72,59.9,57.0,2573,5.85,5.9,3.52
21025,1.51,62.4,56.0,9234,7.29,7.25,4.54
12049,0.4,61.6,56.0,596,4.68,4.74,2.9
17452,1.01,63.3,60.0,6999,6.32,6.35,4.01
18287,1.01,63.1,56.0,7430,6.34,6.4,4.02
24164,1.88,63.1,55.0,12339,7.86,7.81,4.94
43940,0.3,63.4,55.0,515,4.22,4.26,2.69
29350,0.31,62.0,57.0,698,4.37,4.34,2.7
1636,0.9,62.8,55.0,3016,6.18,6.11,3.86
38635,0.31,60.8,59.0,489,4.37,4.41,2.67
37517,0.41,61.0,61.0,986,4.77,4.8,2.92
23819,1.83,62.9,55.0,11883,7.9,7.78,4.93
50355,0.61,61.9,57.0,2246,5.42,5.46,3.37
33406,0.28,62.1,56.0,828,4.21,4.19,2.61
34782,0.4,62.3,57.0,877,4.71,4.73,2.94
7775,1.0,62.8,57.0,4284,6.37,6.31,3.98
12801,0.7,61.8,55.0,5338,5.69,5.73,3.53
11387,0.34,62.7,55.0,596,4.48,4.51,2.82
2436,0.73,62.9,58.0,3184,5.7,5.75,3.6
35490,0.43,61.5,56.0,904,4.85,4.89,2.99
34273,0.28,62.5,54.0,467,4.2,4.22,2.63
8227,1.0,61.6,59.0,4372,6.39,6.47,3.96
17845,1.01,61.6,57.0,7198,6.43,6.46,3.97
53336,0.74,62.2,57.0,2655,5.81,5.77,3.6
12626,1.25,63.3,56.0,5292,6.87,6.83,4.34
50773,0.81,68.8,79.0,2301,5.26,5.2,3.58
14490,1.16,60.0,60.0,5852,6.87,6.84,4.11
13190,0.92,60.9,61.0,5453,6.22,6.25,3.8
46921,0.52,61.7,56.0,1815,5.21,5.17,3.2
29407,0.31,61.7,55.0,700,4.33,4.36,2.68
30214,0.33,62.3,56.0,723,4.46,4.47,2.78
43902,0.31,62.1,54.0,511,4.34,4.39,2.71
40401,0.34,62.4,55.0,1133,4.45,4.49,2.79
32259,0.3,61.7,57.0,789,4.31,4.34,2.67
44223,0.5,63.0,57.0,1571,5.06,5.0,3.17
51543,0.83,64.4,57.0,2386,5.93,5.86,3.8
28862,0.36,62.0,54.0,684,4.58,4.61,2.85
6698,0.31,63.3,54.0,408,4.29,4.34,2.73
25729,2.5,66.9,58.0,14652,8.36,8.22,5.55
45686,0.54,61.8,56.0,1696,5.25,5.27,3.25
21119,1.25,60.7,56.0,9282,7.01,6.93,4.23
12190,1.05,64.6,57.0,5186,6.39,6.33,4.11
48970,0.36,62.7,55.0,537,4.54,4.59,2.86
41199,0.32,61.8,56.0,1204,4.4,4.44,2.73
46355,0.71,61.0,61.0,1760,5.66,5.71,3.47
1190,0.7,63.2,58.0,2932,5.66,5.6,3.56
39496,0.41,60.4,58.0,1079,4.78,4.82,2.9
7678,1.01,64.6,56.0,4274,6.17,6.21,4.0
44528,0.53,61.2,56.0,1601,5.23,5.26,3.21
36378,0.34,62.2,55.0,941,4.47,4.5,2.79
30377,0.3,61.6,57.0,729,4.3,4.33,2.66
46624,0.3,62.2,60.0,526,4.23,4.29,2.65
12729,1.03,60.5,61.0,5313,6.43,6.47,3.9
6303,1.14,61.8,59.0,4022,6.74,6.62,4.13
19251,1.2,62.2,57.0,7983,6.75,6.78,4.21
8529,1.0,64.3,58.0,4427,6.25,6.22,4.01
25150,1.5,60.8,61.0,13720,7.36,7.29,4.45
5024,0.91,62.4,57.0,3746,6.22,6.18,3.87
11487,1.09,61.2,55.0,5016,6.64,6.67,4.07
25274,1.9,63.0,58.0,13919,7.93,7.86,4.97
35470,0.33,62.5,56.0,901,4.44,4.42,2.77
29411,0.38,62.7,58.0,700,4.6,4.62,2.89
46543,0.51,61.7,58.0,1781,5.15,5.12,3.17
16825,1.21,61.5,58.0,6710,6.82,6.78,4.18
6491,1.25,63.5,57.0,4060,6.73,6.65,4.25
12778,1.27,61.0,61.0,5330,6.95,7.01,4.26
50494,0.7,61.8,59.0,2268,5.76,5.67,3.53
46261,0.54,61.4,57.0,1754,5.21,5.25,3.21
34142,0.33,62.2,58.0,854,4.44,4.43,2.76
22661,1.26,61.5,56.0,10709,6.97,7.01,4.3
16493,1.11,63.0,56.0,6589,6.62,6.49,4.15
18101,1.21,62.2,58.0,7320,6.78,6.88,4.25
27503,2.02,62.7,53.0,18207,8.02,7.95,0.0
52084,0.77,60.9,60.0,2457,5.89,5.87,3.58
19610,1.57,62.6,58.0,8228,7.38,7.41,4.63
16831,1.11,59.0,59.0,6713,6.79,6.76,4.0
28181,0.37,61.6,60.0,666,4.61,4.58,2.83
45729,0.55,59.7,58.0,1698,5.37,5.31,3.19
31619,0.24,62.5,55.0,373,3.94,3.97,2.47
11363,1.1,62.3,58.0,4997,6.55,6.61,4.1
45535,0.51,60.4,55.0,1687,5.48,5.18,3.16
35553,0.35,62.6,54.0,906,4.56,4.52,2.84
18030,0.35,62.3,57.0,614,4.49,4.53,2.81
31665,0.26,60.9,55.0,768,4.15,4.23,2.55
36522,0.42,62.5,56.0,945,4.83,4.8,3.01
8080,1.23,58.0,61.0,4338,7.07,7.03,4.09
21155,1.65,60.9,62.0,9314,7.58,7.51,4.6
10688,1.01,65.3,59.0,4844,6.13,6.19,4.02
24175,2.13,62.6,56.0,12356,8.21,8.14,5.12
9270,1.01,61.1,57.0,4563,6.44,6.5,3.95
45997,0.54,61.8,56.0,1724,5.21,5.26,3.24
15780,1.0,63.8,59.0,6315,6.25,6.32,4.01
47775,0.7,52.2,65.0,1895,6.04,5.99,3.14
46620,0.3,61.4,59.0,526,4.3,4.33,2.65
50032,0.74,62.8,59.0,2198,5.72,5.77,3.61
16803,1.57,62.1,60.0,6702,7.37,7.41,4.59
12953,1.3,62.9,56.0,5387,7.0,6.96,4.39
25843,1.71,61.2,62.0,14893,7.59,7.65,4.66
13135,1.26,60.9,57.0,5434,7.03,6.96,4.26
33727,0.41,61.3,54.0,839,4.75,4.87,2.95
29753,0.35,60.9,57.0,709,4.59,4.54,2.78
14701,0.3,61.4,55.0,605,4.31,4.36,2.66
27426,2.16,62.0,56.0,18029,8.28,8.3,5.14
23218,2.26,61.9,58.0,11226,8.37,8.33,5.17
33664,0.6,62.1,62.0,835,5.33,5.27,3.3
16591,1.06,62.7,55.0,6627,6.54,6.5,4.09
36938,0.23,61.7,59.0,478,3.97,4.0,2.46
50393,0.7,61.4,56.0,2253,5.73,5.8,3.54
38565,0.35,60.9,56.0,1035,4.54,4.56,2.77
23069,1.18,61.4,57.0,11104,6.77,6.81,4.17
22852,2.01,65.9,57.0,10887,7.85,7.78,5.15
33706,0.3,62.6,54.0,838,4.3,4.33,2.7
15496,1.12,62.1,57.0,6209,6.6,6.63,4.11
20532,1.51,59.3,59.0,8856,7.49,7.59,4.47
84,0.26,57.9,60.0,554,4.22,4.25,2.45
42908,0.51,60.8,57.0,1363,5.12,5.17,3.13
43651,0.53,61.9,55.2,1435,5.21,5.24,3.24
29016,0.31,61.5,56.0,687,4.38,4.4,2.7
28863,0.36,61.4,56.0,684,4.56,4.59,2.81
25036,0.38,62.8,61.0,641,4.6,4.67,2.91
4754,0.91,61.2,59.0,3688,6.2,6.22,3.8
2901,0.84,62.3,59.0,3283,5.99,6.04,3.75
10622,1.0,61.8,57.0,4829,6.43,6.39,3.96
1281,0.81,62.3,58.0,2951,5.95,5.96,3.71
896,0.77,62.4,56.0,2875,5.84,5.9,3.66
5647,1.12,63.7,61.0,3880,6.5,6.54,4.15
11597,1.16,62.5,60.0,5044,6.64,6.7,4.17
21334,1.24,62.0,57.0,9478,6.83,6.89,4.25
2924,0.73,61.4,58.0,3288,5.83,5.86,3.59
3197,0.91,64.3,60.0,3344,6.04,6.12,3.91
25433,2.04,62.8,58.0,14184,8.11,8.06,5.08
45343,0.52,60.0,57.0,1664,5.22,5.25,3.14
8639,1.06,61.9,59.0,4452,6.52,6.5,4.03
50119,0.5,61.3,59.0,2210,5.05,5.1,3.11
43754,0.61,61.8,56.0,1438,5.44,5.41,3.35
9079,1.02,61.4,60.0,4521,6.44,6.49,3.97
20879,1.59,63.6,57.0,9100,7.43,7.39,4.71
16850,1.0,62.7,59.0,6720,6.38,6.31,3.98
53060,0.72,63.1,60.0,2608,5.65,5.7,3.58
10375,1.0,61.2,58.0,4777,6.37,6.41,3.91
14735,1.25,62.2,55.4,5932,6.89,6.94,4.29
14274,1.29,62.0,57.0,5779,6.98,6.92,4.31
29618,0.36,62.3,53.0,439,4.59,4.62,2.87
5763,1.01,62.7,59.0,3897,6.46,6.39,4.03
24421,1.5,62.5,59.0,12672,7.23,7.27,4.53
5091,0.9,64.1,56.0,3755,6.04,6.07,3.88
18842,1.51,63.1,60.0,7723,7.23,7.28,4.58
46932,0.52,62.4,60.0,1815,5.12,5.11,3.19
35742,0.3,62.2,60.0,911,4.3,4.28,2.67
49389,0.57,61.4,56.0,2103,5.37,5.34,3.29
48580,0.54,60.9,58.0,1993,5.31,5.27,3.22
31717,0.41,60.7,55.0,771,4.83,4.86,2.94
35790,0.4,62.1,57.0,913,4.68,4.72,2.92
22630,1.5,63.4,60.0,10684,7.2,7.27,4.59
44803,0.5,61.8,58.0,1624,5.05,5.11,3.14
23189,1.05,61.9,54.0,11196,6.53,6.55,4.05
47873,0.52,61.5,56.0,1911,5.18,5.2,3.19
37821,0.31,61.3,58.0,1002,4.37,4.4,2.69
21088,1.51,63.1,56.0,9258,7.2,7.28,4.57
7625,1.01,61.5,62.0,4262,6.35,6.44,3.93
8524,1.04,60.0,61.0,4427,6.5,6.57,3.92
38274,0.21,60.5,59.0,386,3.87,3.83,2.33
43956,0.31,60.5,57.0,516,4.4,4.43,2.67
52906,0.77,63.2,57.0,2586,5.86,5.76,3.67
741,0.33,62.6,58.0,557,4.42,4.4,2.76
25508,1.2,61.6,57.0,14300,6.84,6.79,4.2
33762,0.4,63.2,58.0,840,4.7,4.61,2.94
3098,1.02,61.5,56.0,3321,6.46,6.49,3.98
17087,1.04,63.4,59.0,6814,6.46,6.38,4.07
7599,1.01,61.8,56.0,4257,6.43,6.38,3.96
10261,1.01,63.7,58.0,4751,6.36,6.32,4.04
18773,1.03,59.6,59.0,7677,6.57,6.59,3.92
40541,0.41,59.7,60.0,1148,4.85,4.83,2.89
391,0.32,62.8,58.0,554,4.39,4.34,2.74
23366,0.31,61.7,55.0,424,4.36,4.39,2.7
34707,0.37,61.4,56.0,874,4.65,4.66,2.86
38005,0.43,63.4,57.0,1008,4.8,4.76,3.03
4442,1.03,65.1,57.0,3617,6.43,6.36,4.16
10944,1.01,63.5,59.0,4899,6.29,6.38,4.02
30469,0.31,63.4,55.0,732,4.3,4.28,2.72
